run,stage,flow_ml_min,window_start_h,window_end_h,n_points,sty_mg_g_h_mean,sty_mg_g_h_sd,conversion_pct_mean,conversion_pct_sd,carbon_balance_pct_mean,carbon_balance_pct_sd,meoh_selectivity_pct_mean,meoh_selectivity_pct_sd,co_selectivity_pct_mean,co_selectivity_pct_sd,meoh_rate_mmol_g_h_mean,meoh_rate_mmol_g_h_sd,sty_ratio_to_initial30,apparent_flow_exponent_alpha
II,30_initial,30.0,4.167,9.667,10,563.8809337,11.779427937717424,0.9291794207,0.005212207822942798,94.667728008,0.684288669304368,62.012881553,0.3062570291181574,37.987118447,0.3062570291181574,17.601052317,0.3675749601604368,1.0,
II,50,50.0,11.667,13.167,3,654.9258936,9.392768206740012,0.6483493686666667,0.004427309491918283,95.80282987,0.5946126553960218,60.99444165,0.44486856511257355,39.00555835,0.44486856511257355,20.440883073333333,0.29312274777184254,1.161461320038954,0.29301382698640505
II,80,80.0,15.167,16.667,3,732.4959501666666,6.750248544531379,0.465271882,0.0008724995576784636,95.34949180333334,1.0202186911308817,59.70564307,0.2508364525364351,40.29435693,0.2508364525364351,22.86192104,0.21100736478661652,1.2990259226540444,0.2667280696816525
II,30_return,30.0,18.667,,4,558.059488325,6.404873057570661,0.901440131,0.007048778419462091,95.8918736375,0.46089456051530653,62.3490812525,0.2542942997371421,37.6509187475,0.2542942997371421,17.4175869225,0.1966812502739389,0.9896761088607808,
III,30_initial,30.0,4.167,9.667,10,568.24281218,11.25328544296039,0.9329458279,0.012272766812616478,98.426659178,2.8955028813940404,61.338510138,0.7200122978545656,38.661489862,0.7200122978545656,17.7430935,0.35134401112598726,1.0,
III,50,50.0,11.667,13.167,3,695.3585327666667,9.072458136158696,0.668442135,0.005679367254586666,100.57182374333334,2.1168272430549143,60.851560353333334,0.2898146347947706,39.148439646666666,0.2898146347947706,21.70282562,0.2832571697296237,1.2236996542006426,0.3952009531864249
III,80,80.0,15.167,16.667,3,776.4245993666667,17.00843796771909,0.47915177866666664,0.004568858398502033,100.21862577666667,0.8619018025150624,59.657802683333335,0.6608511293056649,40.342197316666665,0.6608511293056649,24.232310683333335,0.5310275581569063,1.3663606168426496,0.3182518467001104
III,30_return,30.0,18.667,,9,579.1376620333333,8.451444059956765,0.9224317776666666,0.006306011272068782,99.29200559777777,0.8876344099371035,62.23250504333333,0.3225418086748094,37.767494956666666,0.3225418086748094,18.078161744444444,0.2638201216554916,1.0191728775442603,
